trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.5, 'e': 0.852001408655464}",35,0,-105.10991346127533,"{0: 24, 1: 1, 2: 9, 3: 0, 4: 1}",0
551,False,"{'a': 0.5, 'e': 0.8514774432500848}",25,0,-168.94188664284675,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
552,False,"{'a': 0.5, 'e': 0.8509526263673333}",25,0,-156.8089020651079,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
553,False,"{'a': 0.5, 'e': 0.8504269585320262}",20,0,-83.94591005179079,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
554,False,"{'a': 0.5, 'e': 0.8499004402698315}",30,0,-103.59526125938976,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
555,False,"{'a': 0.5, 'e': 0.8493730721072673}",25,0,-96.36748152706262,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
556,False,"{'a': 0.5, 'e': 0.8488448545717019}",20,0,-104.10763746603435,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
557,False,"{'a': 0.5, 'e': 0.8483157881913526}",20,0,-103.96549090010416,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
558,False,"{'a': 0.5, 'e': 0.8477858734952858}",20,10,2.783909806297106,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.8472551110134161}",30,0,-99.83452342815015,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
560,False,"{'a': 0.5, 'e': 0.846723501276506}",25,0,-162.0427004774112,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
561,False,"{'a': 0.5, 'e': 0.8461910448161652}",30,0,-223.7706728327668,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
562,False,"{'a': 0.5, 'e': 0.8456577421648502}",25,0,-173.80465601857355,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
563,False,"{'a': 0.5, 'e': 0.8451235938558634}",25,0,-111.35275944095393,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
564,False,"{'a': 0.5, 'e': 0.8445886004233532}",25,3,-105.64711607546279,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 3}",1
565,False,"{'a': 0.5, 'e': 0.844052762402313}",20,0,-50.952344917457225,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.8435160803285807}",35,23,-36.62718625348149,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.8429785547388383}",25,0,-126.0270170836844,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
568,False,"{'a': 0.5, 'e': 0.8424401861706114}",20,0,-88.0918691359791,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
569,False,"{'a': 0.5, 'e': 0.8419009751622687}",25,0,-172.03354834866445,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
570,False,"{'a': 0.5, 'e': 0.841360922253021}",25,1,-116.10609545650874,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 2}",1
571,False,"{'a': 0.5, 'e': 0.840820027982921}",25,0,-126.027961340197,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
572,False,"{'a': 0.5, 'e': 0.8402782928928632}",20,3,-44.49005080057549,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.8397357175245824}",25,0,-103.72499376294385,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.8391923024206541}",30,0,-92.60463196809779,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
575,False,"{'a': 0.5, 'e': 0.8386480481244933}",30,0,-171.85566697548722,"{0: 18, 1: 0, 2: 9, 3: 1, 4: 2}",0
576,False,"{'a': 0.5, 'e': 0.8381029551803544}",25,0,-133.853721111889,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
577,False,"{'a': 0.5, 'e': 0.8375570241333301}",25,0,-97.65398254618889,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
578,False,"{'a': 0.5, 'e': 0.8370102555293514}",20,6,-125.98908031723677,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 2}",1
579,False,"{'a': 0.5, 'e': 0.8364626499151869}",20,0,-148.76716379320683,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
580,False,"{'a': 0.5, 'e': 0.8359142078384423}",20,6,-26.26058838308846,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
581,False,"{'a': 0.5, 'e': 0.8353649298475595}",20,0,-115.04911066147584,"{0: 9, 1: 1, 2: 8, 3: 2, 4: 0}",0
582,False,"{'a': 0.5, 'e': 0.8348148164918164}",20,0,-170.99273142856387,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
583,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,0,7.198009840140382,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.5, 'e': 0.8337120858870376}",20,0,-77.08578193085387,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
585,False,"{'a': 0.5, 'e': 0.8331594697407324}",20,0,-62.59040505382651,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
586,False,"{'a': 0.5, 'e': 0.8326060204350269}",30,0,-36.587978369915476,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
587,False,"{'a': 0.5, 'e': 0.8320517385233703}",20,0,-103.00353032049604,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
588,False,"{'a': 0.5, 'e': 0.8314966245600446}",20,0,-62.417540320371366,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
589,False,"{'a': 0.5, 'e': 0.8309406791001636}",25,0,-86.7068689216629,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
590,False,"{'a': 0.5, 'e': 0.8303839026996727}",25,0,-108.28182627545532,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
591,False,"{'a': 0.5, 'e': 0.8298262959153483}",30,0,-100.40282136002331,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
592,False,"{'a': 0.5, 'e': 0.8292678593047971}",25,0,-55.414048719597766,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.8287085934264558}",25,0,-119.73602719265915,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
594,False,"{'a': 0.5, 'e': 0.8281484988395901}",25,0,-97.29885756951303,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
595,False,"{'a': 0.5, 'e': 0.8275875761042946}",30,0,-109.52121547467407,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
596,False,"{'a': 0.5, 'e': 0.8270258257814919}",20,0,-123.09568006560805,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
597,False,"{'a': 0.5, 'e': 0.8264632484329323}",25,0,-90.41524407221318,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
598,False,"{'a': 0.5, 'e': 0.8258998446211931}",20,0,-34.84484729608069,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
599,False,"{'a': 0.5, 'e': 0.8253356149096783}",25,0,-50.76070004894828,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
600,False,"{'a': 0.5, 'e': 0.8247705598626173}",20,7,-31.265832688887475,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.8242046800450651}",35,0,-261.2443085806923,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 5}",0
602,False,"{'a': 0.5, 'e': 0.8236379760229016}",20,0,-73.4073394496309,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.8230704483628307}",35,0,-153.9194853037732,"{0: 21, 1: 2, 2: 9, 3: 2, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.82250209763238}",25,0,-172.4683213124986,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
605,False,"{'a': 0.5, 'e': 0.8219329243999002}",35,0,-112.72532340101725,"{0: 27, 1: 1, 2: 4, 3: 1, 4: 2}",0
606,False,"{'a': 0.5, 'e': 0.8213629292345646}",20,0,-45.65256488997945,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
607,False,"{'a': 0.5, 'e': 0.8207921127063681}",25,0,-154.0151084268678,"{0: 10, 1: 5, 2: 8, 3: 1, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.8202204753861273}",20,0,-11.696296894736392,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.8196480178454795}",20,0,-86.43622711297604,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
610,False,"{'a': 0.5, 'e': 0.8190747406568822}",25,0,-108.51037229993716,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
611,False,"{'a': 0.5, 'e': 0.8185006443936125}",25,0,-33.08248657432317,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
612,False,"{'a': 0.5, 'e': 0.8179257296297665}",25,0,-97.7910743363937,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
613,False,"{'a': 0.5, 'e': 0.8173499969402591}",20,0,-50.88690261906975,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
614,False,"{'a': 0.5, 'e': 0.8167734469008229}",25,0,-84.09550977366222,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
615,False,"{'a': 0.5, 'e': 0.8161960800880078}",25,0,-74.65611610945734,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
616,False,"{'a': 0.5, 'e': 0.8156178970791806}",20,0,-99.91948386356044,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
617,False,"{'a': 0.5, 'e': 0.8150388984525244}",25,0,-88.4693403346671,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",1
618,False,"{'a': 0.5, 'e': 0.8144590847870377}",25,17,-30.909023781942853,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.8138784566625339}",20,5,-42.084113693520955,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
620,False,"{'a': 0.5, 'e': 0.8132970146596414}",20,0,-72.64585153480174,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
621,False,"{'a': 0.5, 'e': 0.812714759359802}",20,3,-122.02263890425283,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 2}",1
622,False,"{'a': 0.5, 'e': 0.812131691345271}",25,0,-70.82911216411202,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
623,False,"{'a': 0.5, 'e': 0.8115478111991162}",20,2,-73.42779325256073,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
624,False,"{'a': 0.5, 'e': 0.8109631195052179}",20,0,-131.38095360293073,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
625,False,"{'a': 0.5, 'e': 0.8103776168482677}",30,12,-45.46392140059666,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
626,False,"{'a': 0.5, 'e': 0.8097913038137682}",30,0,-63.270525450572386,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.8092041809880323}",25,0,-126.81439511915471,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
628,False,"{'a': 0.5, 'e': 0.8086162489581828}",25,0,-210.84242092546248,"{0: 14, 1: 0, 2: 5, 3: 3, 4: 3}",0
629,False,"{'a': 0.5, 'e': 0.8080275083121519}",30,10,-50.62649828000401,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.8074379596386799}",25,0,-188.3105989651316,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
631,False,"{'a': 0.5, 'e': 0.8068476035273155}",20,0,-32.37581577408854,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
632,False,"{'a': 0.5, 'e': 0.806256440568415}",35,0,-236.0641417783831,"{0: 20, 1: 2, 2: 8, 3: 1, 4: 4}",0
633,False,"{'a': 0.5, 'e': 0.805664471353141}",20,0,-202.40420829839238,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
634,False,"{'a': 0.5, 'e': 0.8050716964734628}",30,5,-199.41112238412626,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",1
635,False,"{'a': 0.5, 'e': 0.8044781165221552}",25,2,-119.74933799411993,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 3}",1
636,False,"{'a': 0.5, 'e': 0.8038837320927981}",20,0,-83.33881700570139,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
637,False,"{'a': 0.5, 'e': 0.8032885437797759}",20,0,-39.48639438650603,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
638,False,"{'a': 0.5, 'e': 0.802692552178277}",30,0,-111.66656485425837,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
639,False,"{'a': 0.5, 'e': 0.8020957578842927}",35,0,-98.42391177345097,"{0: 24, 1: 5, 2: 4, 3: 1, 4: 1}",0
640,False,"{'a': 0.5, 'e': 0.8014981614946173}",25,0,-130.14450314516745,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
641,False,"{'a': 0.5, 'e': 0.8008997636068472}",20,0,-108.82684879150459,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
642,False,"{'a': 0.5, 'e': 0.8003005648193803}",20,0,-61.37599767184632,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
643,False,"{'a': 0.5, 'e': 0.7997005657314152}",20,0,-162.35223593968735,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
644,False,"{'a': 0.5, 'e': 0.7990997669429512}",25,0,-119.47187235900309,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
645,False,"{'a': 0.5, 'e': 0.7984981690547867}",20,7,-29.47264734972981,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.7978957726685196}",20,0,-145.91857369947448,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
647,False,"{'a': 0.5, 'e': 0.7972925783865464}",20,6,-23.01037609860997,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.7966885868120613}",20,0,-143.43532379707923,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 3}",0
649,False,"{'a': 0.5, 'e': 0.7960837985490558}",20,0,-92.4443421002933,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
650,False,"{'a': 0.5, 'e': 0.795478214202318}",20,0,-75.71555477585522,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
651,False,"{'a': 0.5, 'e': 0.7948718343774324}",30,0,-92.33025176313151,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
652,False,"{'a': 0.5, 'e': 0.7942646596807786}",20,0,-55.68284816158167,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
653,False,"{'a': 0.5, 'e': 0.7936566907195313}",20,0,-37.035994400242004,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
654,False,"{'a': 0.5, 'e': 0.7930479281016595}",20,0,-81.57059627649022,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
655,False,"{'a': 0.5, 'e': 0.7924383724359255}",25,0,-148.42519357847394,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
656,False,"{'a': 0.5, 'e': 0.7918280243318853}",20,0,-136.46444262987598,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
657,False,"{'a': 0.5, 'e': 0.7912168843998867}",20,0,-45.12581142395952,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
658,False,"{'a': 0.5, 'e': 0.7906049532510695}",25,1,-78.9493131878773,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 1}",1
659,False,"{'a': 0.5, 'e': 0.7899922314973651}",30,20,-12.453304872277947,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.789378719751495}",25,0,-67.47432230365283,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
661,False,"{'a': 0.5, 'e': 0.7887644186269709}",35,0,-81.99050877370031,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
662,False,"{'a': 0.5, 'e': 0.7881493287380938}",25,0,-118.96916366363253,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
663,False,"{'a': 0.5, 'e': 0.7875334506999537}",20,0,-165.62982948437994,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
664,False,"{'a': 0.5, 'e': 0.7869167851284287}",20,0,-49.154459430555,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.786299332640184}",20,0,-99.5708414267306,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
666,False,"{'a': 0.5, 'e': 0.7856810938526722}",30,0,-14.580345845794415,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
667,False,"{'a': 0.5, 'e': 0.785062069384132}",25,0,-134.21385117969794,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
668,False,"{'a': 0.5, 'e': 0.7844422598535878}",20,2,-101.11540834327208,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 1}",1
669,False,"{'a': 0.5, 'e': 0.7838216658808492}",35,0,-82.40680738130392,"{0: 27, 1: 2, 2: 3, 3: 2, 4: 1}",0
670,False,"{'a': 0.5, 'e': 0.7832002880865101}",20,0,-74.10763232120145,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
671,False,"{'a': 0.5, 'e': 0.7825781270919481}",25,0,-139.91251429752484,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
672,False,"{'a': 0.5, 'e': 0.7819551835193241}",30,12,-6.961785249704095,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.781331457991582}",20,12,8.51955189810904,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.7807069511324468}",25,0,-53.303824691350414,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
675,False,"{'a': 0.5, 'e': 0.7800816635664256}",20,0,-120.11994693043982,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
676,False,"{'a': 0.5, 'e': 0.7794555959188059}",30,9,3.2998160943634485,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.7788287488156552}",25,0,-114.90295011552234,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
678,False,"{'a': 0.5, 'e': 0.7782011228838206}",20,0,-81.52310458679767,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.7775727187509279}",25,15,-32.36446946711968,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.7769435370453813}",20,0,-2.703740783945776,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
681,False,"{'a': 0.5, 'e': 0.7763135783963624}",25,0,-90.20094571109925,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
682,False,"{'a': 0.5, 'e': 0.7756828434338298}",25,0,-130.47990060305872,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
683,False,"{'a': 0.5, 'e': 0.7750513327885183}",20,0,-152.00872798803678,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
684,False,"{'a': 0.5, 'e': 0.7744190470919388}",30,0,-135.05088842457738,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",1
685,False,"{'a': 0.5, 'e': 0.7737859869763766}",30,0,-69.82579066530737,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
686,False,"{'a': 0.5, 'e': 0.7731521530748919}",20,0,-8.70641984525369,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
687,False,"{'a': 0.5, 'e': 0.7725175460213186}",20,0,-58.69704839763131,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
688,False,"{'a': 0.5, 'e': 0.7718821664502636}",20,0,-119.43300230570304,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
689,False,"{'a': 0.5, 'e': 0.7712460149971065}",25,0,-41.89769223903817,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
690,False,"{'a': 0.5, 'e': 0.7706090922979988}",25,0,-121.74183293839575,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
691,False,"{'a': 0.5, 'e': 0.7699713989898629}",30,18,-108.48346330792454,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 2}",1
692,False,"{'a': 0.5, 'e': 0.7693329357103922}",25,0,-71.62965719617857,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
693,False,"{'a': 0.5, 'e': 0.7686937030980499}",30,7,-93.82103975736871,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 2}",1
694,False,"{'a': 0.5, 'e': 0.7680537017920684}",30,0,-67.96607021186355,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
695,False,"{'a': 0.5, 'e': 0.7674129324324493}",25,0,-5.693694837092401,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
696,False,"{'a': 0.5, 'e': 0.7667713956599618}",25,0,-47.32521578107685,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
697,False,"{'a': 0.5, 'e': 0.7661290921161423}",25,0,-123.21592909939609,"{0: 15, 1: 6, 2: 1, 3: 1, 4: 2}",0
698,False,"{'a': 0.5, 'e': 0.7654860224432947}",25,2,-41.40185043120352,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
699,False,"{'a': 0.5, 'e': 0.7648421872844884}",25,0,-132.90536184280296,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
700,False,"{'a': 0.5, 'e': 0.7641975872835586}",30,5,-32.89898298131756,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.7635522230851051}",20,0,-113.42377953801105,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
702,False,"{'a': 0.5, 'e': 0.7629060953344922}",35,0,-182.13131937097228,"{0: 21, 1: 2, 2: 9, 3: 1, 4: 2}",0
703,False,"{'a': 0.5, 'e': 0.7622592046778476}",30,0,-60.87059398922074,"{0: 23, 1: 4, 2: 1, 3: 1, 4: 1}",0
704,False,"{'a': 0.5, 'e': 0.7616115517620617}",25,0,-104.50332635888664,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
705,False,"{'a': 0.5, 'e': 0.7609631372347876}",20,0,-67.83402003603341,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
706,False,"{'a': 0.5, 'e': 0.7603139617444397}",20,0,-57.77662910637845,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
707,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,0,-146.24870770908828,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
708,False,"{'a': 0.5, 'e': 0.7590133304719844}",30,0,-226.93048332162485,"{0: 18, 1: 2, 2: 2, 3: 5, 4: 3}",0
709,False,"{'a': 0.5, 'e': 0.7583618759905082}",35,0,-158.19855787940122,"{0: 26, 1: 1, 2: 4, 3: 1, 4: 3}",0
710,False,"{'a': 0.5, 'e': 0.7577096631472192}",20,0,-80.34192885947584,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
711,False,"{'a': 0.5, 'e': 0.7570566925943303}",20,13,0.3370018631067939,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.7564029649848117}",30,10,-68.73763944204661,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
713,False,"{'a': 0.5, 'e': 0.7557484809723913}",20,0,-11.461584772417792,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
714,False,"{'a': 0.5, 'e': 0.7550932412115529}",20,0,-71.38786710934463,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
715,False,"{'a': 0.5, 'e': 0.7544372463575362}",20,0,-21.358996152734026,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
716,False,"{'a': 0.5, 'e': 0.753780497066336}",20,14,-10.546691459945503,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.7531229939947015}",25,0,-54.80194525505403,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
718,False,"{'a': 0.5, 'e': 0.7524647378001358}",25,0,-102.7046766799353,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
719,False,"{'a': 0.5, 'e': 0.7518057291408949}",25,0,-62.7103535122813,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
720,False,"{'a': 0.5, 'e': 0.7511459686759877}",25,0,-166.39990183602976,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
721,False,"{'a': 0.5, 'e': 0.7504854570651743}",20,0,-3.5501305010490896,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
722,False,"{'a': 0.5, 'e': 0.7498241949689665}",30,0,-113.99201696877819,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
723,False,"{'a': 0.5, 'e': 0.7491621830486261}",20,0,-116.30348314263092,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
724,False,"{'a': 0.5, 'e': 0.7484994219661651}",25,0,-171.63990347614313,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
725,False,"{'a': 0.5, 'e': 0.7478359123843445}",35,0,-36.629806987175385,"{0: 25, 1: 4, 2: 6, 3: 0, 4: 0}",0
726,False,"{'a': 0.5, 'e': 0.7471716549666739}",20,9,17.748094896753557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.7465066503774105}",20,0,-34.16030847180455,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
728,False,"{'a': 0.5, 'e': 0.745840899281559}",25,0,-14.38929475749928,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
729,False,"{'a': 0.5, 'e': 0.7451744023448704}",25,9,-1.926981796053201,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.7445071602338416}",20,0,-58.23892176559737,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
731,False,"{'a': 0.5, 'e': 0.7438391736157144}",25,17,-1.5681537057772859,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.7431704431584757}",35,0,-85.99454158667265,"{0: 28, 1: 1, 2: 3, 3: 2, 4: 1}",0
733,False,"{'a': 0.5, 'e': 0.7425009695308558}",25,0,-20.14763933997924,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
